example_id                                             | status | run_time        |
./spec/requests/communities_spec.rb[1:4:1:1]           | passed | 0.18178 seconds |
./spec/requests/communities_spec.rb[1:4:1:2]           | passed | 0.17247 seconds |
./spec/requests/communities_spec.rb[1:4:1:3]           | passed | 0.18135 seconds |
./spec/requests/communities_spec.rb[1:4:2:1]           | passed | 0.17613 seconds |
./spec/requests/communities_spec.rb[1:4:2:2]           | passed | 0.23164 seconds |
./spec/requests/communities_spec.rb[1:5:1]             | passed | 0.20975 seconds |
./spec/requests/communities_spec.rb[1:5:2]             | passed | 0.23079 seconds |
./spec/requests/communities_spec.rb[1:6:1:1]           | passed | 0.18449 seconds |
./spec/requests/communities_spec.rb[1:6:1:2]           | passed | 0.20444 seconds |
./spec/requests/communities_spec.rb[1:6:1:3]           | passed | 0.17711 seconds |
./spec/requests/communities_spec.rb[1:6:2:1]           | passed | 0.18858 seconds |
./spec/requests/communities_spec.rb[1:6:2:2]           | passed | 0.23651 seconds |
./spec/requests/communities_spec.rb[1:7:1]             | passed | 0.25232 seconds |
./spec/requests/communities_spec.rb[1:7:2]             | passed | 0.20643 seconds |
./spec/requests/communities_spec.rb[1:7:3]             | passed | 0.20852 seconds |
./spec/requests/community_users_spec.rb[1:1:1:1]       | passed | 0.23065 seconds |
./spec/requests/community_users_spec.rb[1:1:1:2]       | passed | 0.09724 seconds |
./spec/requests/community_users_spec.rb[1:2:1]         | passed | 0.17707 seconds |
./spec/requests/community_users_spec.rb[1:2:2]         | passed | 0.12057 seconds |
./spec/requests/events_spec.rb[1:1:1]                  | passed | 0.17025 seconds |
./spec/requests/events_spec.rb[1:2:1:1]                | passed | 0.03038 seconds |
./spec/requests/events_spec.rb[1:2:2:1]                | passed | 0.0561 seconds  |
./spec/requests/events_spec.rb[1:2:3:1]                | passed | 0.03053 seconds |
./spec/requests/information_spec.rb[1:1:1]             | passed | 0.15145 seconds |
./spec/requests/information_spec.rb[1:1:2]             | passed | 0.07268 seconds |
./spec/requests/information_spec.rb[1:2:1:1]           | passed | 0.09182 seconds |
./spec/requests/information_spec.rb[1:2:1:2]           | passed | 0.12376 seconds |
./spec/requests/information_spec.rb[1:2:1:3]           | passed | 0.1362 seconds  |
./spec/requests/information_spec.rb[1:2:2:1]           | passed | 0.03047 seconds |
./spec/requests/like_articles_spec.rb[1:1:1:1]         | passed | 0.27032 seconds |
./spec/requests/like_articles_spec.rb[1:1:1:2]         | passed | 0.11851 seconds |
./spec/requests/like_articles_spec.rb[1:2:1]           | passed | 0.17317 seconds |
./spec/requests/like_articles_spec.rb[1:2:2]           | passed | 0.1632 seconds  |
./spec/requests/like_talks_spec.rb[1:1:1:1]            | passed | 0.26177 seconds |
./spec/requests/like_talks_spec.rb[1:1:1:2]            | passed | 0.39591 seconds |
./spec/requests/like_talks_spec.rb[1:2:1]              | passed | 0.4638 seconds  |
./spec/requests/like_talks_spec.rb[1:2:2]              | passed | 0.34643 seconds |
./spec/requests/mistakes_spec.rb[1:1:1]                | passed | 0.49196 seconds |
./spec/requests/mistakes_spec.rb[1:1:2]                | passed | 0.28064 seconds |
./spec/requests/mistakes_spec.rb[1:2:1]                | passed | 0.15308 seconds |
./spec/requests/mistakes_spec.rb[1:2:2]                | passed | 0.12149 seconds |
./spec/requests/quizzes_spec.rb[1:1:1]                 | passed | 0.24929 seconds |
./spec/requests/quizzes_spec.rb[1:1:2]                 | passed | 0.11358 seconds |
./spec/requests/quizzes_spec.rb[1:2:1]                 | passed | 0.11069 seconds |
./spec/requests/quizzes_spec.rb[1:3:1]                 | passed | 0.11687 seconds |
./spec/requests/score_records_spec.rb[1:1:1:1]         | passed | 0.1744 seconds  |
./spec/requests/score_records_spec.rb[1:1:1:2]         | passed | 0.25422 seconds |
./spec/requests/score_records_spec.rb[1:1:1:3]         | passed | 0.11695 seconds |
